filename,width,height,class,xmin,ymin,xmax,ymax
49c2afbbe5726160b289f7c0c62cdace_jpg.rf.018249b80783dd42d0d23496d4830902.jpg,2048,1372,black-pawn,1472,987,1584,1142
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-rook,1245,961,1394,1151
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-rook,1657,972,1813,1165
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-king,1384,734,1568,1014
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-queen,1151,324,1277,565
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-pawn,1337,270,1438,427
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-pawn,1219,671,1334,835
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-pawn,994,390,1092,537
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,black-knight,474,644,621,841
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,white-king,459,427,606,701
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,white-pawn,464,843,583,995
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,white-rook,293,263,425,424
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,white-pawn,501,50,603,191
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,white-pawn,673,172,777,319
a4028b2361ce7ead654a86b07ac39d52_jpg.rf.03a20a2a674a95ceb6c61a5e531e8ca6.jpg,2048,1372,white-pawn,831,395,933,546
c733616ab773817dd1a356dbbdf2ee33_jpg.rf.02fcb1d459e55b398bd4cc4edbd3bd10.jpg,2048,1372,white-knight,1022,384,1137,553
9fc54a45feb5b01db8f6828d181fb075_jpg.rf.04e7c11036b566a522bc317e86e5ab6a.jpg,2048,1372,white-bishop,1004,129,1100,313
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-queen,1546,436,1700,674
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-king,1501,293,1654,539
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-knight,1503,253,1638,418
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-knight,1592,660,1748,824
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-bishop,1472,121,1576,305
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-bishop,1620,808,1753,989
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-rook,1429,26,1538,196
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-rook,1661,989,1816,1165
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1465,1002,1586,1154
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1415,809,1543,962
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1371,673,1483,813
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1369,521,1475,657
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1353,406,1452,540
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1340,297,1436,433
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1308,176,1394,307
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,black-pawn,1298,57,1384,193
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-queen,297,327,428,561
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-king,255,423,403,690
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-knight,286,256,417,412
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-knight,258,656,395,837
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-bishop,325,113,436,297
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-bishop,224,814,361,1004
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-rook,346,37,456,201
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-rook,197,1011,342,1198
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,499,56,590,190
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,509,164,602,302
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,483,281,576,419
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,484,395,587,527
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,479,528,585,671
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,464,679,569,825
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,443,842,555,993
a9768de3fceeeae2618f362870fb9a88_jpg.rf.055c7088ca1c11c42bcafa4950f2572f.jpg,2048,1372,white-pawn,422,1028,552,1176
ea799d77875c399618c45cd9409f34ee_jpg.rf.077cbf5dc80bdc0bf0f59ddd6ce6f69e.jpg,2048,1372,white-pawn,851,283,941,421
49f78dc9aaeadd0c76ed2def75c358f3_jpg.rf.06d058407b83ba70ad2e41656d9d2195.jpg,2048,1372,black-king,856,748,989,1009
05de676d5078dc0a13796f3f627993ef_jpg.rf.0a8e65da4f29d2a28325d3f020988eaf.jpg,2048,1372,black-knight,1228,653,1351,843
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-bishop,1466,126,1567,304
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-bishop,1020,358,1119,536
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-queen,1397,451,1502,677
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-knight,1505,279,1652,536
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-rook,1667,979,1816,1169
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-rook,1434,34,1541,195
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-knight,1598,655,1745,841
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1355,400,1442,540
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-knight,1180,379,1301,566
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1297,59,1383,195
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1137,173,1226,312
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1010,289,1096,431
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1032,543,1136,686
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1470,996,1576,1150
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1180,675,1277,822
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,black-pawn,1057,839,1165,990
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-knight,662,359,779,539
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-rook,646,972,777,1159
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-rook,356,46,455,205
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-bishop,325,110,437,303
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-bishop,224,812,357,1005
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-king,261,425,407,695
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,811,267,900,407
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-queen,491,190,629,417
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,803,52,889,186
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,514,158,600,290
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,484,396,583,535
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,481,525,588,674
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,461,846,556,984
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,837,680,930,838
36066ba85572ce99198f1a21c2c8bbff_jpg.rf.0b8c6b6b4c05ac617ba42138acb75757.jpg,2048,1372,white-pawn,864,1007,978,1155
f3302c754c6fd42130014199ee327d10_jpg.rf.0bef2494f0a7ebf9afda6b7688cf68b0.jpg,2048,1372,black-knight,371,19,468,199
d3a4e1b8f13ef89f419251f5c5839d0d_jpg.rf.0c0623ed3bb8531690b2fbc7822d57bd.jpg,2048,1372,white-pawn,870,1019,973,1167
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-king,260,268,425,557
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-pawn,505,162,625,309
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-pawn,471,389,597,549
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-rook,832,363,956,552
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-bishop,842,495,976,698
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-pawn,664,690,796,853
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,white-queen,1507,309,1662,558
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,black-king,1338,285,1505,562
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,black-rook,494,12,618,184
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,black-pawn,654,526,767,688
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,black-pawn,1045,830,1175,993
b5bcde459ca36f0d1f3c20e751336672_jpg.rf.0c6010e1e0afa0ff49d14eef51b5e6c8.jpg,2048,1372,black-pawn,1153,389,1260,550
de60ba81aa78387928e4bdc11f3be301_jpg.rf.0cd8adb84fce0b83ee30a5fbdb4c1c4b.jpg,2048,1372,black-queen,1041,612,1164,843
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-king,1500,284,1648,542
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-queen,1545,438,1694,668
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-knight,1599,655,1740,826
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-knight,1505,255,1635,419
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-bishop,1618,802,1752,993
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-bishop,1467,118,1569,307
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-rook,1433,36,1543,193
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-rook,1657,985,1817,1167
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1464,1003,1580,1151
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1428,811,1537,959
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1381,677,1485,817
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1377,521,1476,658
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1331,402,1445,540
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1335,299,1433,437
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1292,177,1387,311
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,black-pawn,1295,54,1380,192
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-queen,292,329,432,567
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-king,253,425,406,691
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-knight,286,254,409,420
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-knight,243,652,402,839
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-bishop,318,103,439,298
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-bishop,217,810,356,1006
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-rook,342,45,457,205
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-rook,196,1012,353,1202
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,496,57,596,193
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,510,161,609,304
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,481,280,585,421
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,475,397,583,536
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,475,524,590,674
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,427,1026,552,1175
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,439,832,560,991
8967433350d3b3043902603430fccaab_jpg.rf.0e119efea84f75200b18702781a169ba.jpg,2048,1372,white-pawn,828,687,936,842
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-knight,858,777,997,997
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-king,258,276,416,557
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-queen,643,78,770,322
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-bishop,828,495,966,691
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-rook,807,131,930,303
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-pawn,847,376,958,520
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-pawn,495,155,626,312
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-pawn,478,389,586,541
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,white-pawn,669,686,780,858
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-rook,490,12,617,190
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-knight,426,775,585,996
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-bishop,990,222,1092,421
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-king,1491,274,1661,548
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-pawn,1352,390,1453,545
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-pawn,1057,824,1164,994
a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.116b33357951f46fbbe0d5437561f61b.jpg,2048,1372,black-pawn,1193,658,1300,820
